STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7923714,19,M,BGD 1,Y,N,Undeclared,N,,930,910,200708,ARTH 1100,B,HIST 2112,B,ENGL 1101,A,,,,,,,200802,ENGL 1102,B,POLS 1101,B,MATH 1111,A,,,,,,,Off Campus,1,69,3.37,SCHOOL 34,2,High School,2,High School,B,Bachelors,13,9,15,15,722640.0,1201500.0,478860.0,198840.0
7844089,18,F,BGD 1,Y,N,Communication,N,,1140,1150,200708,ARTH 1100,B,ENVS 1105,B,HIST 2111,B,ENGL 1101,A,,,,,200802,ECON 2106,B,ENGL 1102,B,POLS 1101,B,MATH 1101,A,,,,,On Campus,1,69,3,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,15,15,16,16,802860.0,1201500.0,398640.0,265980.0
7801046,18,F,BGD 1,N,N,English and Secondary Ed,N,,1230,1220,200808,ARTH 1100,B,ENGL 1101,B,MATH 1111,B,,,,,,,200902,ENGL 1102,B,PSYC 1101,B,BIOL 1125,A,COMM 1110,A,,,,,Off Campus,1,69,3.64,SCHOOL 1,3,College/Beyond,1,Middle School/Junior High,B,Bachelors,14,14,12,12,10020.0,1255740.0,1245720.0,1337560.0
7800589,18,F,BGD 1,Y,N,Undeclared,N,16,,790,200808,ARTH 1100,B,CPSC 1105,B,FREN 1002,B,MATH 1113,B,ENGL 1102,A,HIST 2112,A,200902,HIST 2111,B,MATH 1125,B,POLS 1101,B,,,,,,,Off Campus,0,69,2.46,SCHOOL 8,,No Information,,No Information,B,Bachelors,18,18,13,13,0.0,0.0,0.0,0.0
7962111,18,F,BGD 3,N,N,Health Science,N,,940,950,200908,ARTH 1100,B,BIOL 1215K,B,MATH 1101,A,THEA 1100,A,,,,,201002,ENGL 1101,B,HIST 2111,B,POLS 1101,B,SPAN 1001,A,,,,,Off Campus,1,0,3.81,SCHOOL 119,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,16,16,1324500.0,1324500.0,0.0,633000.0
7784648,18,M,BGD 1,Y,N,Biology and Secondary Ed,N,,1130,1150,200608,BIOL 1125,B,ENGL 1101,B,HIST 2111,A,MATH 1101,A,POLS 1101,A,,,200702,ITDS 1155,B,MATH 1111,B,ENGL 1102,A,,,,,,,On Campus,0,69,3.47,SCHOOL 129,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,11,0.0,1176420.0,2413200.0,1299160.0
7910440,18,F,BGD 6,Y,N,Pre1Business,N,,1260,1260,201008,BIOL 1125,B,ENGL 1101,B,HIST 1112,B,MATH 1111,B,COMM 1110,A,,,201102,ECON 2105,B,HIST 2111,B,ENGL 1102,A,POLS 1101,A,,,,,Off Campus,1,69,3.2,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,17,17,0.0,0.0,0.0,0.0
7962613,17,M,BGD 3,Y,N,Computer Science 1 Systems,N,20,920,950,201008,BIOL 1215K,B,ECON 2106,B,STAT 1127,B,CPSC 1301,A,CPSC 1301L,A,,,201102,ENGL 1101,B,HIST 2111,B,MATH 1113,A,,,,,,,On Campus,1,181,2.25,SCHOOL 466,2,High School,2,High School,B,Bachelors,14,14,15,12,0.0,0.0,0.0,0.0
7951646,18,M,BGD 5,Y,N,Pre1Business,N,24,1140,1110,201008,BIOL 1215K,B,ITDS 1155,B,POLS 1101,A,,,,,,,201102,ENGL 1101I,B,HIST 1112I,B,MATH 1125,A,MUSC 1100,A,,,,,Off Campus,1,69,3.78,SCHOOL 34,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,12,12,0.0,0.0,0.0,0.0
7811900,18,F,BGD 1,Y,N,Nursing,N,22,480,1030,200508,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,HIST 2111,A,ITDS 2735,A,MATH 1101,A,200602,ENGL 1102,B,MUSC 1100,B,,,,,,,,,On Campus,0,237,2.69,SCHOOL 229,2,High School,2,High School,B,Bachelors,14,14,14,10,864900.0,1146420.0,281520.0,419220.0
7927654,18,F,BGD 1,N,N,Nursing,N,24,,1110,200708,CHEM 1151,B,CHEM 1151L,B,COMM 1110,A,MATH 1111,A,POLS 1101,A,,,200802,ARTH 1100,B,HIST 2112,B,ITDS 2726,A,,,,,,,Off Campus,1,0,3.86,SCHOOL 7,3,College/Beyond,3,College/Beyond,B,Bachelors,17,14,14,5,196260.0,1201500.0,945240.0,170640.0
7939253,18,F,BGD 1,Y,N,Nursing,N,,1020,1030,200708,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,,,,,200802,ENGL 1102,B,MATH 1111,B,,,,,,,,,Off Campus,1,69,3.5,SCHOOL 27,2,High School,2,High School,B,Bachelors,12,8,13,13,0.0,0.0,0.0,0.0
7835264,18,F,BGD 3,Y,N,Nursing,Health Science,17,860,830,200808,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,THEA 1100,B,,,,,200902,HIST 2111,B,ITDS 1146,B,CPSC 1105,A,MATH 1101,A,,,,,On Campus,1,117,3.54,SCHOOL 256,2,High School,2,High School,B,Bachelors,12,12,16,16,0.0,0.0,0.0,0.0
7933699,18,F,BGD 3,Y,N,Pre1Nursing,N,,460,,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,MATH 1101,A,,,201002,CPSC 1105,B,ENGL 1102,B,PSYC 1101,B,,,,,,,On Campus,1,150,3.73,SCHOOL 422,3,College/Beyond,4,Other/Unknown,B,Bachelors,13,13,13,13,0.0,0.0,1469280.0,0.0
7902437,18,F,BGD 1,N,N,Pre1Nursing,N,,970,950,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,MATH 1101,A,SOCI 1101,A,201002,COMM 1110I,B,ENGL 1102,B,PSYC 1101,B,STAT 1127,B,,,,,Off Campus,1,0,3.46,SCHOOL 130,,No Information,,No Information,B,Bachelors,16,16,16,16,0.0,0.0,0.0,0.0
7935495,18,F,BGD 1,Y,N,Joint Enrollment 1 Accel,N,22,,1030,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ARTH 1100,A,ITDS 2748,A,MATH 1101,A,201002,COMM 1110,B,ENGL 1102,B,SOCI 1101,B,,,,,,,Off Campus,1,69,3.72,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,14,14,15,15,0.0,0.0,0.0,0.0
7847339,18,F,BGD 1,Y,N,Pre1Nursing,N,19,,910,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,A,ITDS 2749,A,,,,,201002,COMM 1110,B,ENGL 1102,B,HIST 2112,B,MATH 1111,B,,,,,Off Campus,1,69,3.28,SCHOOL 11,3,College/Beyond,4,Other/Unknown,B,Bachelors,15,10,19,15,460320.0,1409460.0,949140.0,42900.0
7952480,18,F,BGD 3,Y,N,Pre1Nursing,N,19,1010,910,201008,CHEM 1151,B,CHEM 1151L,B,MATH 1101,B,ENGL 1101,A,,,,,201102,HIST 2111,B,PSYC 1101,B,MUSC 1100,A,,,,,,,Off Campus,1,69,3.86,SCHOOL 11,2,High School,4,Other/Unknown,B,Bachelors,13,13,13,13,0.0,0.0,0.0,0.0
7804036,18,F,BGD 3,Y,N,Nursing,N,,450,,200608,CHEM 1151L,B,ENGL 1101,B,HIST 2112,B,CHEM 1151,A,,,,,200702,ENGL 1102,B,MUSC 1100,B,ITDS 2735,A,,,,,,,On Campus,1,222,3.78,SCHOOL 92,2,High School,2,High School,B,Bachelors,15,15,15,11,0.0,0.0,0.0,0.0
7898478,19,F,BGD 3,Y,N,Biology,N,18,880,870,200508,CHEM 1211,B,CHEM 1211L,B,COMM 1110,A,MATH 1111,A,,,,,200602,ENGL 1102,B,MATH 1113,B,MUSC 1100,A,PSYC 1101,A,,,,,On Campus,1,150,3.46,SCHOOL 19,3,College/Beyond,,No Information,B,Bachelors,13,13,16,16,0.0,1146420.0,2553540.0,1288180.0
7938541,18,M,BGD 1,Y,N,Biology,N,,490,,200508,CHEM 1211,B,CHEM 1211L,B,COMM 1110,B,MATH 1111,B,ENGL 1101,A,HIST 2112,A,200602,ENGL 1102,B,MATH 1113,B,,,,,,,,,On Campus,1,136,3.86,SCHOOL 35,2,High School,2,High School,B,Bachelors,16,16,14,14,898860.0,1146420.0,247560.0,346680.0
7885154,18,F,BGD 4,Y,N,Biology,N,22,1060,1030,200808,CHEM 1211,B,CHEM 1211L,B,HIST 2111,B,MATH 1113,A,,,,,200902,COMM 1110,B,STAT 1127,B,ENGL 1101,A,,,,,,,Off Campus,1,69,3.13,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,13,10,431700.0,1264860.0,833160.0,84120.0
7796777,18,F,BGD 3,Y,N,Biology,N,,1030,1030,200908,CHEM 1211,B,CHEM 1211L,B,ITDS 2748,B,,,,,,,201002,BIOL 1215K,B,COMM 1110,B,MATH 1111,B,,,,,,,On Campus,1,235,3.4,SCHOOL 226,2,High School,4,Other/Unknown,B,Bachelors,12,8,14,14,1283280.0,1418100.0,134820.0,167340.0
7986844,17,F,BGD 3,Y,N,Biology,N,,1090,1110,200908,CHEM 1211,B,ENGL 1101,B,ITDS 2748,B,CHEM 1211L,A,HIST 2111,A,,,201002,COMM 1110,B,ENGL 1102,B,ARTH 1100,A,ECON 2106,A,,,,,On Campus,1,69,4,SCHOOL 153,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,16,16,970080.0,1418100.0,448020.0,156660.0
7775894,18,M,BGD 1,Y,N,Biology,Exercise Science,,1200,1190,200908,CHEM 1211,B,CHEM 1211L,B,ITDS 2748,B,HIST 2111,A,MATH 1111,A,,,201002,BIOL 1215K,B,MATH 1113,B,ENGL 1101,A,SOCI 1101,A,,,,,Off Campus,1,69,,SCHOOL 98,2,High School,3,College/Beyond,B,Bachelors,14,14,17,17,0.0,150540.0,0.0,1139140.0
7943052,18,M,BGD 4,Y,N,Engineering Studies,N,,1140,1150,200908,CHEM 1211,B,HIST 2111,B,CHEM 1211L,A,ENGL 1101,A,MATH 1111,A,LEAD 1705,A,201002,ECON 2106,B,ENGL 1102,B,MATH 1113,B,POLS 1101,B,,,,,Off Campus,1,69,3.26,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
8014636,18,M,BGD 1,Y,N,Pre1Engineering/RETP,N,,1180,1190,201008,CHEM 1211,B,ENGL 1101,B,MATH 1113,B,PSYC 1101,B,CHEM 1211L,A,,,201102,ENGL 1102,B,HIST 2112,B,MATH 1131,B,BIOL 1215K,A,,,,,Off Campus,1,69,3.875,SCHOOL 10,2,High School,2,High School,B,Bachelors,13,13,15,15,0.0,0.0,0.0,0.0
7856561,18,F,BGD 1,Y,N,Biology and Secondary Ed,N,,1170,1190,200508,COMM 1110,B,MUSC 1100,B,,,,,,,,,200602,HIST 2112,B,MATH 1113,B,ENGL 1101,A,,,,,,,On Campus,1,150,3.32,SCHOOL 157,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,13,13,0.0,0.0,0.0,0.0
7802594,18,F,BGD 1,Y,N,Psychology,N,,1100,1110,200508,COMM 1110,B,PSYC 1101,B,ENGL 1101,A,,,,,,,200602,ANTH 1105,B,HIST 1111,B,MATH 1101,B,ENGL 1102,A,,,,,On Campus,1,138,3.47,SCHOOL 42,,No Information,,No Information,B,Bachelors,12,12,13,13,0.0,0.0,0.0,0.0
7780519,18,F,BGD 3,Y,N,Biology,N,,1180,1190,200508,COMM 1110,B,ENGL 1101,B,POLS 1101,B,ECON 2106,A,,,,,200602,ENGL 1102,B,HIST 2112,B,MATH 1111,B,ITDS 2749,A,MUSC 1100,A,PSYC 1101,A,Off Campus,1,0,3.94,SCHOOL 13,4,Other/Unknown,3,College/Beyond,B,Bachelors,14,14,16,16,1144200.0,1144200.0,0.0,394980.0
7792783,18,M,BGD 1,Y,N,General Business,N,23,1090,1070,200608,COMM 1110,B,ENGL 1101,B,HIST 1111,B,POLS 1101,A,,,,,200702,MATH 1111,B,THEA 1100,B,ECON 2105,A,ENGL 1102,A,,,,,Off Campus,1,69,2.6,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,16,12,15,15,0.0,0.0,0.0,0.0
8000265,18,F,BGD 3,Y,N,Communication,English Language/Literature,19,860,910,200608,COMM 1110,B,HIST 2112,B,THEA 1100,B,ITDS 2749,A,,,,,200702,HIST 1111,B,POLS 1101,B,,,,,,,,,On Campus,1,59,2.93,SCHOOL 238,2,High School,4,Other/Unknown,B,Bachelors,14,14,12,12,872760.0,1160520.0,287760.0,573600.0
8010489,18,F,BGD 1,Y,N,Undeclared,N,,,,200608,COMM 1110,B,ENGL 1101,B,ITDS 2735,A,MUSC 1100,A,,,,,200702,ENGL 1102,B,ENVS 1105,B,HIST 2112,B,PSYC 1101,B,,,,,Off Campus,1,69,3.62,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,13,13,12,12,0.0,1171380.0,1372560.0,1299160.0
7758827,18,F,BGD 1,Y,N,Chemistry,N,29,1240,1300,200608,COMM 1110,B,MATH 1111,B,ARTH 1100,A,POLS 1101,A,,,,,200702,ENGL 1102,B,HIST 1111,B,HIST 2112,B,ITDS 2735,A,,,,,Off Campus,1,69,4,SCHOOL 10,3,College/Beyond,2,High School,B,Bachelors,18,18,13,13,0.0,0.0,0.0,0.0
8002831,18,M,BGD 1,Y,N,Music Education,N,,1200,1190,200608,COMM 1110,B,HIST 1112,B,ENGL 1101,A,,,,,,,200702,ECON 2106,B,ENGL 1102,B,MUSC 1100,A,,,,,,,Off Campus,1,138,3.27,SCHOOL 61,2,High School,3,College/Beyond,B,Bachelors,15,15,16,16,244320.0,1176420.0,932100.0,154840.0
7960344,18,M,BGD 1,Y,N,General Business,N,,,,200708,COMM 1110,B,ENGL 1101,B,MATH 1111,B,POLS 1101,B,,,,,200802,ECON 2105,B,MUSC 1100,B,ENGL 1102,A,HIST 2111,A,,,,,On Campus,1,150,2.93,SCHOOL 259,,No Information,,No Information,B,Bachelors,12,12,13,12,0.0,0.0,0.0,0.0
7959586,18,F,BGD 1,Y,N,Exercise Science,N,,490,,200708,COMM 1110,B,MATH 1111,B,CHEM 1151,A,CHEM 1151L,A,ENGL 1101,A,,,200802,ENGL 1102,B,HIST 2112,B,MATH 1113,B,PSYC 1101,B,,,,,On Campus,1,150,3.39,SCHOOL 74,2,High School,2,High School,B,Bachelors,15,15,16,16,0.0,0.0,0.0,0.0
7922453,18,F,BGD 3,Y,N,Marketing,N,22,,1030,200808,COMM 1110,B,ENGL 1101,B,HIST 2112,B,SPAN 1001,A,POLS 1101,A,,,200902,ENGL 1102,B,GEOL 1110,B,ITDS 1146,A,MATH 1111,A,,,,,On Campus,1,150,3.58,SCHOOL 19,2,High School,2,High School,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
7977102,18,M,BGD 1,Y,N,Art,N,,1170,1190,200808,COMM 1110,B,ENGL 1101,B,ARTH 1100,A,,,,,,,200902,ENGL 1102,B,HIST 2111,B,,,,,,,,,Off Campus,1,150,2.89,SCHOOL 350,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15,1005540.0,1306020.0,300480.0,657960.0
7804498,18,M,BGD 1,Y,N,Joint Enrollment 1 Accel,N,,,,200808,COMM 1110,B,ECON 2105,B,MATH 1113,B,POLS 1101,A,,,,,200902,ARTH 1100,B,ITDS 2748,B,MATH 1131,B,HIST 1112,A,,,,,Off Campus,1,69,3.06,SCHOOL 10,2,High School,2,High School,B,Bachelors,15,15,17,17,0.0,217920.0,0.0,1217920.0
8028968,18,F,BGD 1,Y,N,Early Childhood Education,Economics,,660,640,200908,COMM 1110,B,ITDS 2749,B,ENGL 1101,A,PSYC 1101,A,,,,,201002,BIOL 1215K,B,HIST 1111,B,ENGL 1102,A,ITDS 2735,A,MUSC 1100,A,,,Off Campus,1,69,3.26,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,15,12,14,14,0.0,1324500.0,1628400.0,1417420.0
7868711,19,M,BGD 1,Y,N,Music,N,22,,1030,201008,COMM 1110,B,ENGL 1101,B,HIST 2111,B,,,,,,,201102,MUSC 1100,B,SOCI 1101,B,PHYS 1125,A,,,,,,,On Campus,1,69,3.13,SCHOOL 10,2,High School,2,High School,B,Bachelors,13,12,13,12,0.0,0.0,104160.0,0.0
7945518,18,F,BGD 3,Y,N,Psychology,N,,980,990,201008,COMM 1110,B,SOCI 1101,B,MATH 1101,A,,,,,,,201102,BIOL 1215K,B,ENGL 1102,B,MUSC 1100,A,,,,,,,Off Campus,1,0,3.5,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,12,12,12,12,0.0,0.0,0.0,0.0
7820236,18,F,BGD 4,Y,N,Pre1Business,N,21,,990,200908,COMM 1110I,B,ENGL 1101I,B,MATH 1111,B,SPAN 1001,B,,,,,201002,MATH 1113,B,POLS 1101,B,THEA 1100,A,,,,,,,Off Campus,1,69,3.68,SCHOOL 11,2,High School,2,High School,B,Bachelors,15,15,15,15,482520.0,1316580.0,791280.0,65100.0
7847650,19,F,BGD 1,N,Y,Pre1Business,N,,,,200908,COMM 1110I,B,ENGL 1101I,B,ECON 2106,A,,,,,,,201002,ENGL 1102,B,HIST 2112,B,,,,,,,,,On Campus,0,,,SCHOOL 16,,No Information,,No Information,B,Bachelors,21,21,17,15,0.0,0.0,0.0,1948120.0
7759404,18,F,BGD 3,Y,N,Pre1Nursing,N,20,910,950,200808,CPSC 1105,B,CHEM 1151,B,CHEM 1151L,A,ENGL 1101,A,,,,,200902,ENGL 1102,B,HIST 2111,B,ITDS 2735,A,MATH 1101,A,,,,,On Campus,1,59,3.69,SCHOOL 43,2,High School,2,High School,B,Bachelors,14,10,17,17,1306020.0,1306020.0,0.0,458580.0
7868340,18,F,BGD 3,Y,N,Pre1Nursing,N,19,,910,201008,CPSC 1105,B,CHEM 1151,B,CHEM 1151L,B,PSYC 1101,B,MATH 1101,A,,,201102,ENGL 1101,B,HIST 2111,B,STAT 1127,B,SPAN 1001,A,,,,,On Campus,1,90,3.57,SCHOOL 31,3,College/Beyond,2,High School,B,Bachelors,13,13,16,16,0.0,0.0,0.0,0.0
7797235,18,F,BGD 1,Y,N,Geology,N,18,960,870,200608,CPSC 1301,B,ENGL 1101,B,CPSC 1301L,A,,,,,,,200702,HIST 2111,B,POLS 2401,B,CHEM 1151,A,CHEM 1151L,A,ENVS 1105,A,MATH 1101,A,Off Campus,1,0,3.53,SCHOOL 44,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,16,16,0.0,1176420.0,1837080.0,1299160.0
7807679,18,M,BGD 1,Y,N,Chemistry,N,,1150,1150,200708,CPSC 1301,B,ENGL 1101,B,CPSC 1301L,A,JAPN 1001,A,,,,,200802,CHEM 1211,B,HIST 2112,B,MATH 1132,B,MUSC 1100,B,CHEM 1211L,A,,,Off Campus,1,69,3.31,SCHOOL 141,3,College/Beyond,3,College/Beyond,B,Bachelors,15,13,17,17,855840.0,1245480.0,389640.0,318960.0
7900582,18,F,BGD 3,Y,N,Applied Computer Science,N,,1180,1190,200808,CPSC 1301,B,CPSC 1301L,B,COMM 1110,B,STAT 1127,B,MATH 1113,A,,,200902,ENGL 1102,B,MATH 1131,B,MATH 2125,B,ARTH 1100,A,,,,,On Campus,1,0,3,SCHOOL 327,2,High School,3,College/Beyond,B,Bachelors,13,13,16,16,1034820.0,1306020.0,271200.0,357240.0
7838885,18,M,BGD 3,Y,N,Management Information Systems,N,,,,200508,ECON 2105,B,ENGL 1101,B,MATH 1113,A,,,,,,,200602,ECON 2106,B,ENGL 1102,B,SPAN 1001,B,,,,,,,On Campus,1,90,4,SCHOOL 22,2,High School,,No Information,B,Bachelors,12,12,15,12,0.0,0.0,0.0,0.0
7925915,18,F,BGD 1,Y,N,Biology,N,20,860,950,200708,ECON 2105,B,ENGL 1101,B,,,,,,,,,200802,CHEM 1211,B,CHEM 1211L,B,COMM 1110,B,ENGL 1102,A,MATH 1111,A,,,Off Campus,1,69,2.93,SCHOOL 11,2,High School,2,High School,B,Bachelors,14,6,13,13,0.0,0.0,0.0,0.0
7972846,18,F,BGD 1,Y,N,Undeclared,N,,980,990,200908,ECON 2105,B,ENGL 1101,B,SOCI 1101,B,,,,,,,201002,ANTH 1105I,B,THEA 1100,B,ENGL 1102,A,,,,,,,Off Campus,1,69,3.57,SCHOOL 85,2,High School,2,High School,B,Bachelors,12,12,13,9,1096440.0,1418100.0,321660.0,544380.0
7972463,17,F,BGD 1,Y,N,Mathematics,N,26,,1190,200908,ECON 2105,B,POLS 1101,B,ENGL 1101,A,MATH 1131,A,,,,,201002,ANTH 1107,B,ENGL 1102,B,MATH 1132,B,THEA 1100,A,,,,,On Campus,1,69,3.3,SCHOOL 9,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,13,13,357900.0,357900.0,0.0,215940.0
7908372,19,M,BGD 2,N,Y,Pre1Business,N,,500,,201008,ECON 2105,B,ECON 2106,B,ITDS 2746,A,POLS 1101,A,,,,,201102,ENGL 1101,B,THEA 1100,B,,,,,,,,,On Campus,1,0,,SCHOOL 16,,No Information,,No Information,B,Bachelors,14,14,16,12,0.0,0.0,0.0,0.0
7768597,18,F,BGD 3,Y,N,Accounting,N,,590,590,200708,ECON 2106,B,ENGL 1101,B,MATH 1111,A,SPAN 1001,A,,,,,200802,CHEM 1151,B,ENGL 1102,B,CHEM 1151L,A,COMM 1110,A,HIST 2112,A,MUSC 1100,A,On Campus,1,150,3.97,SCHOOL 74,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,19,19,0.0,1233900.0,2327340.0,1745080.0
8031375,18,M,BGD 1,Y,N,Pre1Business,N,,450,,200908,ECON 2106,B,HIST 2112,B,SPAN 1001,A,,,,,,,201002,ENGL 1101,B,PSYC 1101,B,ANTH 1105I,A,ITDS 1145,A,MATH 1111,A,,,Off Campus,1,69,3,SCHOOL 2,3,College/Beyond,2,High School,B,Bachelors,13,13,16,16,774540.0,1316580.0,542040.0,357120.0
7997603,18,M,BGD 1,Y,N,Pre1Business,N,,480,,201008,ECON 2106,B,MATH 1111,B,LEAD 1705,A,,,,,,,201102,ENGL 1101,B,HIST 2111,B,,,,,,,,,Off Campus,1,69,2.8,SCHOOL 508,2,High School,2,High School,B,Bachelors,12,11,19,19,0.0,0.0,0.0,0.0
7914575,18,M,BGD 1,Y,N,Communication,N,,,,200508,ENGL 1101,B,MATH 1101,B,MUSC 1100,B,LEAD 1705,A,,,,,200602,ENGL 1102,B,HIST 2111,B,POLS 1101,B,COMM 1110,A,,,,,Off Campus,1,69,3,SCHOOL 33,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15,0.0,1138980.0,1481520.0,1438180.0
7931122,17,M,BGD 1,Y,N,Criminal Justice,N,,1100,1110,200508,ENGL 1101,B,THEA 1100,B,ENVS 1105,A,MATH 1101,A,,,,,200602,COMM 1110,B,POLS 1101,B,HIST 2111,A,,,,,,,On Campus,1,237,,SCHOOL 98,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,17,0.0,831720.0,1482720.0,0.0
7802675,18,F,BGD 1,Y,N,Accounting,N,22,1000,1030,200508,ENGL 1101,B,HIST 2111,B,ITDS 2735,A,,,,,,,200602,ECON 2106,B,ENGL 1102,B,HIST 1111,B,MATH 1111,B,,,,,On Campus,1,90,3.5,SCHOOL 72,,No Information,,No Information,B,Bachelors,12,12,12,12,0.0,0.0,0.0,0.0
7969305,18,F,BGD 1,Y,N,Finance,N,,1160,1150,200508,ENGL 1101,B,HIST 2112,B,,,,,,,,,200602,ECON 2106,B,SPAN 1002,B,,,,,,,,,Off Campus,1,69,3.57,SCHOOL 140,3,College/Beyond,2,High School,B,Bachelors,12,12,12,12,145560.0,336960.0,191400.0,1142620.0
7758870,17,F,BGD 1,Y,N,Marketing,N,,1060,1070,200508,ENGL 1101,B,POLS 1101,B,MATH 1111,A,,,,,,,200602,ECON 2106,B,HIST 1111,B,ITDS 2748,A,,,,,,,On Campus,1,138,4,SCHOOL 42,2,High School,3,College/Beyond,B,Bachelors,13,13,14,14,0.0,0.0,0.0,0.0
8023317,18,F,BGD 1,Y,N,Health Science,N,,980,990,200508,ENGL 1101,B,MATH 1101,B,MUSC 1100,A,,,,,,,200602,COMM 1110,B,ENGL 1102,B,HIST 2112,B,,,,,,,On Campus,1,69,2.76,SCHOOL 12,2,High School,2,High School,B,Bachelors,15,15,16,13,1138980.0,1138980.0,0.0,607800.0
8034112,18,F,BGD 1,Y,N,Biology,N,20,,950,200608,ENGL 1101,B,MATH 1111,B,THEA 1100,B,HIST 2111,A,,,,,200702,ENGL 1102,B,POLS 1101,B,ITDS 1156,A,MATH 1113,A,,,,,Off Campus,1,69,3.31,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,12,12,0.0,0.0,0.0,0.0
8023929,18,F,BGD 1,Y,N,History,N,,970,950,200608,ENGL 1101,B,HIST 1112,B,HIST 2112,B,COMM 1110,A,MUSC 1100,A,,,200702,ENGL 1102,B,HIST 1111,B,,,,,,,,,On Campus,1,150,2.96,SCHOOL 89,3,College/Beyond,,No Information,B,Bachelors,15,15,16,12,0.0,1176420.0,3636780.0,1299160.0
7975412,18,F,BGD 3,Y,N,Marketing,N,21,950,990,200608,ENGL 1101,B,HIST 2112,B,,,,,,,,,200702,ENGL 1102,B,MATH 1111,B,POLS 1101,A,,,,,,,Off Campus,0,0,3.69,SCHOOL 70,2,High School,3,College/Beyond,B,Bachelors,16,12,12,12,0.0,0.0,0.0,0.0
8021475,18,M,BGD 1,Y,N,Music Education,N,,1090,1110,200608,ENGL 1101,B,MATH 1111,B,,,,,,,,,200702,COMM 1110,B,MUSC 1100,B,ENGL 1102,A,,,,,,,Off Campus,1,150,3.17,SCHOOL 287,3,College/Beyond,2,High School,B,Bachelors,13,13,15,15,358860.0,1176420.0,817560.0,59700.0
